User-ID,Book-Title,Book-Author,Book-Rating,num_ratings,avg_ratings,Image-URL-S,Title-Author
254,House of Sand and Fog,Andre Dubus III,0,588,3.0306122448979593,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,House of Sand and Fog by Andre Dubus III
507,1st to Die: A Novel,James Patterson,0,509,3.5756385068762278,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,1st to Die: A Novel by James Patterson
882,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,0,372,3.303763440860215,http://images.amazon.com/images/P/0385492081.01.THUMBZZZ.jpg,Into Thin Air : A Personal Account of the Mt. Everest Disaster by JON KRAKAUER
882,The Da Vinci Code,Dan Brown,10,898,4.642538975501114,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,The Da Vinci Code by Dan Brown
882,The Red Tent (Bestselling Backlist),Anita Diamant,0,723,4.334716459197787,http://images.amazon.com/images/P/0312195516.01.THUMBZZZ.jpg,The Red Tent (Bestselling Backlist) by Anita Diamant
882,The Handmaid's Tale,Margaret Atwood,0,311,3.3987138263665595,http://images.amazon.com/images/P/0449212602.01.THUMBZZZ.jpg,The Handmaid's Tale by Margaret Atwood
882,Message in a Bottle,Nicholas Sparks,0,496,2.778225806451613,http://images.amazon.com/images/P/0446606812.01.THUMBZZZ.jpg,Message in a Bottle by Nicholas Sparks
882,The Reader,Bernhard Schlink,0,466,3.0128755364806867,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,The Reader by Bernhard Schlink
882,The Alienist,Caleb Carr,10,350,2.9657142857142857,http://images.amazon.com/images/P/0553572997.01.THUMBZZZ.jpg,The Alienist by Caleb Carr
882,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,0,313,3.4345047923322682,http://images.amazon.com/images/P/0070212570.01.THUMBZZZ.jpg,Fried Green Tomatoes at the Whistle Stop Cafe by Fannie Flagg
882,Summer Sisters,Judy Blume,0,573,3.3612565445026177,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,Summer Sisters by Judy Blume
882,The Bean Trees,Barbara Kingsolver,0,389,4.087403598971722,http://images.amazon.com/images/P/0060915544.01.THUMBZZZ.jpg,The Bean Trees by Barbara Kingsolver
882,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,0,376,3.4308510638297873,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,The Divine Secrets of the Ya-Ya Sisterhood: A Novel by Rebecca Wells
1424,The Brethren,John Grisham,0,556,2.8507194244604315,http://images.amazon.com/images/P/0440236673.01.THUMBZZZ.jpg,The Brethren by John Grisham
1424,The Horse Whisperer,Nicholas Evans,0,507,2.6863905325443787,http://images.amazon.com/images/P/0440222656.01.THUMBZZZ.jpg,The Horse Whisperer by Nicholas Evans
1424,The Five People You Meet in Heaven,Mitch Albom,0,430,4.551162790697674,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,The Five People You Meet in Heaven by Mitch Albom
1424,A Map of the World,Jane Hamilton,7,327,2.492354740061162,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,A Map of the World by Jane Hamilton
1435,A Painted House,John Grisham,0,838,3.231503579952267,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,A Painted House by John Grisham
1435,A Time to Kill,JOHN GRISHAM,0,549,3.122040072859745,http://images.amazon.com/images/P/0440211727.01.THUMBZZZ.jpg,A Time to Kill by JOHN GRISHAM
1435,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,8,585,4.105982905982906,http://images.amazon.com/images/P/0446672211.01.THUMBZZZ.jpg,Where the Heart Is (Oprah's Book Club (Paperback)) by Billie Letts
1435,Wild Animus,Rich Shapero,5,2502,1.0195843325339728,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,Wild Animus by Rich Shapero
1435,The Last Precinct,Patricia Cornwell,0,337,2.8753709198813056,http://images.amazon.com/images/P/0425180638.01.THUMBZZZ.jpg,The Last Precinct by Patricia Cornwell
1435,Jurassic Park,Michael Crichton,0,488,3.42827868852459,http://images.amazon.com/images/P/0345370775.01.THUMBZZZ.jpg,Jurassic Park by Michael Crichton
1435,Congo,Michael Crichton,5,299,2.431438127090301,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,Congo by Michael Crichton
1435,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,5,404,2.5396039603960396,http://images.amazon.com/images/P/0060977477.01.THUMBZZZ.jpg,The Perfect Storm : A True Story of Men Against the Sea by Sebastian Junger
1733,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,10,575,4.895652173913043,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)) by J. K. Rowling
1903,The Firm,John Grisham,0,569,3.0808435852372584,http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg,The Firm by John Grisham
1903,Dreamcatcher,Stephen King,0,481,3.212058212058212,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,Dreamcatcher by Stephen King
2033,The Rainmaker,JOHN GRISHAM,0,501,2.9221556886227544,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,The Rainmaker by JOHN GRISHAM
2033,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,0,319,2.6677115987460813,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,The Book of Ruth (Oprah's Book Club (Paperback)) by Jane Hamilton
2033,Interview with the Vampire,Anne Rice,5,508,3.5511811023622046,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,Interview with the Vampire by Anne Rice
2033,The Runaway Jury,JOHN GRISHAM,0,520,2.8807692307692307,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,The Runaway Jury by JOHN GRISHAM
2033,The Chamber,John Grisham,0,509,3.0157170923379173,http://images.amazon.com/images/P/0440220602.01.THUMBZZZ.jpg,The Chamber by John Grisham
2033,The Client,John Grisham,0,483,3.0848861283643894,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,The Client by John Grisham
2110,Life of Pi,Yann Martel,5,664,4.088855421686747,http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg,Life of Pi by Yann Martel
2276,When the Wind Blows,James Patterson,0,396,2.7222222222222223,http://images.amazon.com/images/P/0446607657.01.THUMBZZZ.jpg,When the Wind Blows by James Patterson
2276,The King of Torts,JOHN GRISHAM,0,458,3.039301310043668,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,The King of Torts by JOHN GRISHAM
2276,Disclosure,Michael Crichton,0,318,2.3459119496855347,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,Disclosure by Michael Crichton
2276,2nd Chance,James Patterson,10,356,3.269662921348315,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,2nd Chance by James Patterson
2276,Watership Down,Richard Adams,9,312,3.698717948717949,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,Watership Down by Richard Adams
2276,Misery,Stephen King,0,291,3.718213058419244,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,Misery by Stephen King
2358,The Lovely Bones: A Novel,Alice Sebold,0,1295,4.468725868725869,http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg,The Lovely Bones: A Novel by Alice Sebold
2358,Angels &amp; Demons,Dan Brown,0,670,3.708955223880597,http://images.amazon.com/images/P/0671027360.01.THUMBZZZ.jpg,Angels &amp; Demons by Dan Brown
2766,Watership Down,Richard George Adams,9,312,3.698717948717949,http://images.amazon.com/images/P/038039586X.01.THUMBZZZ.jpg,Watership Down by Richard George Adams
2766,To Kill a Mockingbird,Harper Lee,10,510,4.7,http://images.amazon.com/images/P/0446310786.01.THUMBZZZ.jpg,To Kill a Mockingbird by Harper Lee
2766,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,7,285,2.7333333333333334,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)) by SUE GRAFTON
2766,The Pelican Brief,John Grisham,0,581,2.6110154905335627,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,The Pelican Brief by John Grisham
2766,The Color Purple,Alice Walker,0,314,3.964968152866242,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,The Color Purple by Alice Walker
2891,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,6,740,3.437837837837838,http://images.amazon.com/images/P/0060928336.01.THUMBZZZ.jpg,Divine Secrets of the Ya-Ya Sisterhood: A Novel by Rebecca Wells
2891,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,7,446,3.495515695067265,http://images.amazon.com/images/P/0671003755.01.THUMBZZZ.jpg,She's Come Undone (Oprah's Book Club (Paperback)) by Wally Lamb
2891,All I Really Need to Know,ROBERT FULGHUM,0,258,2.87984496124031,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,All I Really Need to Know by ROBERT FULGHUM
2977,The Testament,John Grisham,0,617,3.179902755267423,http://images.amazon.com/images/P/0440234743.01.THUMBZZZ.jpg,The Testament by John Grisham
3363,Good in Bed,Jennifer Weiner,0,490,4.055102040816327,http://images.amazon.com/images/P/0743418174.01.THUMBZZZ.jpg,Good in Bed by Jennifer Weiner
3363,The Nanny Diaries: A Novel,Emma McLaughlin,0,828,3.5301932367149758,http://images.amazon.com/images/P/0312278586.01.THUMBZZZ.jpg,The Nanny Diaries: A Novel by Emma McLaughlin
3363,Midwives: A Novel,Chris Bohjalian,0,380,3.113157894736842,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,Midwives: A Novel by Chris Bohjalian
3363,Timeline,MICHAEL CRICHTON,0,552,3.75,http://images.amazon.com/images/P/0345417623.01.THUMBZZZ.jpg,Timeline by MICHAEL CRICHTON
3363,Little Altars Everywhere: A Novel,Rebecca Wells,0,434,3.2557603686635943,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,Little Altars Everywhere: A Novel by Rebecca Wells
3363,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,0,326,3.766871165644172,http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,Wicked: The Life and Times of the Wicked Witch of the West by Gregory Maguire
3363,The Girls' Guide to Hunting and Fishing,Melissa Bank,0,573,3.1396160558464223,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,The Girls' Guide to Hunting and Fishing by Melissa Bank
3363,Hannibal,Thomas Harris,0,468,2.7606837606837606,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,Hannibal by Thomas Harris
3363,Red Dragon,Thomas Harris,0,402,3.6069651741293534,http://images.amazon.com/images/P/0440206154.01.THUMBZZZ.jpg,Red Dragon by Thomas Harris
3363,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,0,350,3.6342857142857143,http://images.amazon.com/images/P/0385335482.01.THUMBZZZ.jpg,Confessions of a Shopaholic (Summer Display Opportunity) by SOPHIE KINSELLA
3363,The Pelican Brief,JOHN GRISHAM,0,581,2.6110154905335627,http://images.amazon.com/images/P/0385421982.01.THUMBZZZ.jpg,The Pelican Brief by JOHN GRISHAM
3371,Black Notice,Patricia Daniels Cornwell,8,360,2.783333333333333,http://images.amazon.com/images/P/0425175405.01.THUMBZZZ.jpg,Black Notice by Patricia Daniels Cornwell
3371,Tara Road,Maeve Binchy,0,304,3.036184210526316,http://images.amazon.com/images/P/0440235596.01.THUMBZZZ.jpg,Tara Road by Maeve Binchy
3371,Presumed Innocent,Scott Turow,0,294,2.139455782312925,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,Presumed Innocent by Scott Turow
3757,Fahrenheit 451,Ray Bradbury,0,409,4.264058679706602,http://images.amazon.com/images/P/8401422345.01.THUMBZZZ.jpg,Fahrenheit 451 by Ray Bradbury
4017,While I Was Gone,Sue Miller,10,431,2.5800464037122968,http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg,While I Was Gone by Sue Miller
4017,STONES FROM THE RIVER,Ursula Hegi,5,364,3.0027472527472527,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,STONES FROM THE RIVER by Ursula Hegi
4157,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,0,493,4.354969574036511,http://images.amazon.com/images/P/0385484518.01.THUMBZZZ.jpg,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson by MITCH ALBOM"
4157,The Pilot's Wife : A Novel,Anita Shreve,0,568,3.5933098591549295,http://images.amazon.com/images/P/0316601950.01.THUMBZZZ.jpg,The Pilot's Wife : A Novel by Anita Shreve
5582,The Bridges of Madison County,Robert James Waller,7,443,3.0880361173814896,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,The Bridges of Madison County by Robert James Waller
5903,Violets Are Blue,James Patterson,0,379,2.955145118733509,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,Violets Are Blue by James Patterson
6251,Timeline,Michael Crichton,0,552,3.75,http://images.amazon.com/images/P/0679444815.01.THUMBZZZ.jpg,Timeline by Michael Crichton
6251,Two for the Dough,Janet Evanovich,0,267,3.4644194756554305,http://images.amazon.com/images/P/0671001795.01.THUMBZZZ.jpg,Two for the Dough by Janet Evanovich
6251,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,0,431,3.417633410672854,http://images.amazon.com/images/P/1400034779.01.THUMBZZZ.jpg,The No. 1 Ladies' Detective Agency (Today Show Book Club #8) by Alexander McCall Smith
6251,The Hundred Secret Senses,Amy Tan,0,336,2.830357142857143,http://images.amazon.com/images/P/080411109X.01.THUMBZZZ.jpg,The Hundred Secret Senses by Amy Tan
6251,The Partner,John Grisham,0,478,3.290794979079498,http://images.amazon.com/images/P/0440224764.01.THUMBZZZ.jpg,The Partner by John Grisham
6251,A Painted House,JOHN GRISHAM,0,838,3.231503579952267,http://images.amazon.com/images/P/038550120X.01.THUMBZZZ.jpg,A Painted House by JOHN GRISHAM
6251,Mystic River,Dennis Lehane,0,362,2.911602209944751,http://images.amazon.com/images/P/0380731851.01.THUMBZZZ.jpg,Mystic River by Dennis Lehane
6323,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,6,301,3.777408637873754,http://images.amazon.com/images/P/0345313860.01.THUMBZZZ.jpg,"The Vampire Lestat (Vampire Chronicles, Book II) by ANNE RICE"
6323,The Last Precinct,Patricia Daniels Cornwell,0,337,2.8753709198813056,http://images.amazon.com/images/P/0399146253.01.THUMBZZZ.jpg,The Last Precinct by Patricia Daniels Cornwell
6543,Suzanne's Diary for Nicholas,James Patterson,0,457,3.8205689277899344,http://images.amazon.com/images/P/0446611085.01.THUMBZZZ.jpg,Suzanne's Diary for Nicholas by James Patterson
6543,Fahrenheit 451,RAY BRADBURY,8,409,4.264058679706602,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,Fahrenheit 451 by RAY BRADBURY
6563,The King of Torts,John Grisham,0,458,3.039301310043668,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,The King of Torts by John Grisham
6563,A Walk to Remember,Nicholas Sparks,0,378,3.3994708994708995,http://images.amazon.com/images/P/0446608955.01.THUMBZZZ.jpg,A Walk to Remember by Nicholas Sparks
6575,The Beach House,James Patterson,0,435,3.3471264367816094,http://images.amazon.com/images/P/0446612545.01.THUMBZZZ.jpg,The Beach House by James Patterson
6575,The Prince of Tides,Pat Conroy,0,291,2.3539518900343643,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,The Prince of Tides by Pat Conroy
7158,Dolores Claiborne,Stephen King,0,275,3.1854545454545455,http://images.amazon.com/images/P/0670844527.01.THUMBZZZ.jpg,Dolores Claiborne by Stephen King
7346,The Street Lawyer,JOHN GRISHAM,10,545,2.851376146788991,http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg,The Street Lawyer by JOHN GRISHAM
7346,The Summons,John Grisham,8,655,3.43206106870229,http://images.amazon.com/images/P/0440241073.01.THUMBZZZ.jpg,The Summons by John Grisham
7346,A Prayer for Owen Meany,John Irving,9,413,3.7966101694915255,http://images.amazon.com/images/P/0345361792.01.THUMBZZZ.jpg,A Prayer for Owen Meany by John Irving
7346,Along Came a Spider (Alex Cross Novels),James Patterson,0,304,3.1217105263157894,http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg,Along Came a Spider (Alex Cross Novels) by James Patterson
8245,Whispers,BELVA PLAIN,0,286,2.199300699300699,http://images.amazon.com/images/P/0440216745.01.THUMBZZZ.jpg,Whispers by BELVA PLAIN
8253,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,0,247,2.7044534412955468,http://images.amazon.com/images/P/0553280341.01.THUMBZZZ.jpg,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)) by Sue Grafton
8284,Dreamcatcher,Dinah McCall,0,481,3.212058212058212,http://images.amazon.com/images/P/0061083259.01.THUMBZZZ.jpg,Dreamcatcher by Dinah McCall
8362,Whispers,Dean R. Koontz,0,286,2.199300699300699,http://images.amazon.com/images/P/042518109X.01.THUMBZZZ.jpg,Whispers by Dean R. Koontz
8362,The Brethren,JOHN GRISHAM,0,556,2.8507194244604315,http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,The Brethren by JOHN GRISHAM
8362,The Street Lawyer,John Grisham,0,545,2.851376146788991,http://images.amazon.com/images/P/0385490992.01.THUMBZZZ.jpg,The Street Lawyer by John Grisham
8454,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,8,493,4.354969574036511,http://images.amazon.com/images/P/076790592X.01.THUMBZZZ.jpg,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson by Mitch Albom"
8487,Lightning,DANIELLE STEEL,0,274,2.627737226277372,http://images.amazon.com/images/P/0385311923.01.THUMBZZZ.jpg,Lightning by DANIELLE STEEL
8936,When the Wind Blows,John Saul,0,396,2.7222222222222223,http://images.amazon.com/images/P/0440198577.01.THUMBZZZ.jpg,When the Wind Blows by John Saul
9856,Sphere,MICHAEL CRICHTON,6,374,2.7433155080213902,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,Sphere by MICHAEL CRICHTON
9856,Lightning,Dean R. Koontz,7,274,2.627737226277372,http://images.amazon.com/images/P/0425115801.01.THUMBZZZ.jpg,Lightning by Dean R. Koontz
11676,Whispers,Lisa Jackson,10,286,2.199300699300699,http://images.amazon.com/images/P/0821776037.01.THUMBZZZ.jpg,Whispers by Lisa Jackson
11676,The Rainmaker,John Grisham,8,501,2.9221556886227544,http://images.amazon.com/images/P/0385424736.01.THUMBZZZ.jpg,The Rainmaker by John Grisham
11676,Lightning,Dean Koontz,8,274,2.627737226277372,http://images.amazon.com/images/P/0425192032.01.THUMBZZZ.jpg,Lightning by Dean Koontz
14698,When the Wind Blows,Zachary Alan Fox,0,396,2.7222222222222223,http://images.amazon.com/images/P/0786006587.01.THUMBZZZ.jpg,When the Wind Blows by Zachary Alan Fox
16634,Lightning,Ed McBain,0,274,2.627737226277372,http://images.amazon.com/images/P/0380699745.01.THUMBZZZ.jpg,Lightning by Ed McBain
16795,Sphere,Michael Crichton,0,374,2.7433155080213902,http://images.amazon.com/images/P/0345019520.01.THUMBZZZ.jpg,Sphere by Michael Crichton
18401,Violets Are Blue,Ronda Thompson,0,379,2.955145118733509,http://images.amazon.com/images/P/0843950293.01.THUMBZZZ.jpg,Violets Are Blue by Ronda Thompson
19711,Whispers,Belva Plain,0,286,2.199300699300699,http://images.amazon.com/images/P/0385299281.01.THUMBZZZ.jpg,Whispers by Belva Plain
21014,Jurassic Park,MICHAEL CRICHTON,0,488,3.42827868852459,http://images.amazon.com/images/P/0394588169.01.THUMBZZZ.jpg,Jurassic Park by MICHAEL CRICHTON
21659,While I Was Gone,Miller Sue,0,431,2.5800464037122968,http://images.amazon.com/images/P/074754364X.01.THUMBZZZ.jpg,While I Was Gone by Miller Sue
23872,The Testament,Elie Wiesel,10,617,3.179902755267423,http://images.amazon.com/images/P/0671448331.01.THUMBZZZ.jpg,The Testament by Elie Wiesel
23872,Dreamcatcher,Audrey Osofsky,8,481,3.212058212058212,http://images.amazon.com/images/P/0531085880.01.THUMBZZZ.jpg,Dreamcatcher by Audrey Osofsky
28204,The Catcher in the Rye,J. D. Salinger,0,449,4.5456570155902005,http://images.amazon.com/images/P/0553149660.01.THUMBZZZ.jpg,The Catcher in the Rye by J. D. Salinger
35859,When the Wind Blows,Judith Marshall,0,396,2.7222222222222223,http://images.amazon.com/images/P/1558176136.01.THUMBZZZ.jpg,When the Wind Blows by Judith Marshall
36327,Presumed Innocent,Dalton,0,294,2.139455782312925,http://images.amazon.com/images/P/5552027574.01.THUMBZZZ.jpg,Presumed Innocent by Dalton
36609,The Da Vinci Code,DAN BROWN,10,898,4.642538975501114,http://images.amazon.com/images/P/0739302043.01.THUMBZZZ.jpg,The Da Vinci Code by DAN BROWN
36836,"The Golden Compass (His Dark Materials, Book 1)",Philip Pullman,0,336,4.0,http://images.amazon.com/images/P/0807281808.01.THUMBZZZ.jpg,"The Golden Compass (His Dark Materials, Book 1) by Philip Pullman"
51450,The Beach House,Georgia Bockoven,0,435,3.3471264367816094,http://images.amazon.com/images/P/0061084409.01.THUMBZZZ.jpg,The Beach House by Georgia Bockoven
56399,When the Wind Blows,Raymond Briggs,10,396,2.7222222222222223,http://images.amazon.com/images/P/0140094199.01.THUMBZZZ.jpg,When the Wind Blows by Raymond Briggs
56959,The Runaway Jury,John Grisham,10,520,2.8807692307692307,http://images.amazon.com/images/P/0553472828.01.THUMBZZZ.jpg,The Runaway Jury by John Grisham
59269,Summer Sisters,JUDY BLUME,0,573,3.3612565445026177,http://images.amazon.com/images/P/0385337663.01.THUMBZZZ.jpg,Summer Sisters by JUDY BLUME
60244,While I Was Gone,SUE MILLER,0,431,2.5800464037122968,http://images.amazon.com/images/P/037541178X.01.THUMBZZZ.jpg,While I Was Gone by SUE MILLER
63714,Jurassic Park,Walter Simonson,10,488,3.42827868852459,http://images.amazon.com/images/P/1852865024.01.THUMBZZZ.jpg,Jurassic Park by Walter Simonson
76499,Dreamcatcher,Jen McVeity,10,481,3.212058212058212,http://images.amazon.com/images/P/0850919649.01.THUMBZZZ.jpg,Dreamcatcher by Jen McVeity
82893,Fahrenheit 451,Bradbury,10,409,4.264058679706602,http://images.amazon.com/images/P/0345274318.01.THUMBZZZ.jpg,Fahrenheit 451 by Bradbury
87974,The Reader,Carol Brown Janeway,0,466,3.0128755364806867,http://images.amazon.com/images/P/0679781307.01.THUMBZZZ.jpg,The Reader by Carol Brown Janeway
112001,Jurassic Park,Golden Books,10,488,3.42827868852459,http://images.amazon.com/images/P/030703979X.01.THUMBZZZ.jpg,Jurassic Park by Golden Books
125519,A Time to Kill,John Grisham,10,549,3.122040072859745,http://images.amazon.com/images/P/0385470789.01.THUMBZZZ.jpg,A Time to Kill by John Grisham
130554,Dreamcatcher,Meredy Maynard,5,481,3.212058212058212,http://images.amazon.com/images/P/1896095011.01.THUMBZZZ.jpg,Dreamcatcher by Meredy Maynard
145369,The Firm,JOHN GRISHAM,0,569,3.0808435852372584,http://images.amazon.com/images/P/0385319053.01.THUMBZZZ.jpg,The Firm by JOHN GRISHAM
174092,Snow Falling on Cedars,David Gutterson,0,662,3.2522658610271904,http://images.amazon.com/images/P/037570437X.01.THUMBZZZ.jpg,Snow Falling on Cedars by David Gutterson
180651,Snow Falling on Cedars,David G. Uterson,8,662,3.2522658610271904,http://images.amazon.com/images/P/0747522251.01.THUMBZZZ.jpg,Snow Falling on Cedars by David G. Uterson
